Run,Time
1,0.004904747009277344
2,0.006009817123413086
3,0.005145072937011719
4,0.00513005256652832
5,0.005997419357299805
6,0.0049970149993896484
7,0.006000518798828125
8,0.0049991607666015625
9,0.005109071731567383
10,0.0070018768310546875
11,0.004900932312011719
12,0.005051612854003906
13,0.005104541778564453
14,0.0048978328704833984
15,0.0051000118255615234
16,0.00500178337097168
17,0.004944562911987305
18,0.00505518913269043
19,0.004996538162231445
20,0.004903316497802734
21,0.005105257034301758
22,0.003996133804321289
23,0.0069484710693359375
24,0.0050508975982666016
25,0.004992961883544922
26,0.004906654357910156
27,0.00509953498840332
28,0.004994392395019531
29,0.006035327911376953
30,0.0039958953857421875
31,0.004996538162231445
32,0.005496025085449219
33,0.00499725341796875
34,0.004901409149169922
35,0.00500035285949707
36,0.0050945281982421875
37,0.005225658416748047
38,0.004903554916381836
39,0.004096269607543945
40,0.004903078079223633
41,0.0050051212310791016
42,0.00500035285949707
43,0.004997730255126953
44,0.004000186920166016
45,0.005092620849609375
46,0.005000591278076172
47,0.0049991607666015625
48,0.00490880012512207
49,0.0050122737884521484
50,0.0049974918365478516
51,0.004996061325073242
52,0.005513906478881836
53,0.004000425338745117
54,0.0050008296966552734
55,0.005095720291137695
56,0.005003690719604492
57,0.00490117073059082
58,0.005006551742553711
59,0.005095720291137695
60,0.005996227264404297
61,0.006998538970947266
62,0.004997968673706055
63,0.00500178337097168
64,0.003998756408691406
65,0.00500035285949707
66,0.0049970149993896484
67,0.005016326904296875
68,0.0049915313720703125
69,0.00501251220703125
70,0.004999637603759766
71,0.005006074905395508
72,0.0060307979583740234
73,0.00490117073059082
74,0.005102634429931641
75,0.005899667739868164
76,0.005996227264404297
77,0.00657343864440918
78,0.0050427913665771484
79,0.004904031753540039
80,0.005998134613037109
81,0.0054492950439453125
82,0.005014181137084961
83,0.004082441329956055
84,0.00490880012512207
85,0.0050868988037109375
86,0.0050048828125
87,0.005906820297241211
88,0.005099296569824219
89,0.005014181137084961
90,0.005654096603393555
91,0.0060100555419921875
92,0.005043983459472656
93,0.005968809127807617
94,0.004996538162231445
95,0.006336688995361328
96,0.005013227462768555
97,0.00509953498840332
98,0.004896640777587891
99,0.005011081695556641
100,0.0049896240234375
